ActivityName,SelectedModuleID,ModuleTypeName,Category,TaskType,NodeType,UsageCount,IsOrphaned
returnValue59,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
rightNow,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
runWorkflow6,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
runWorkflow7,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
runAiQuery,NULL,INTERNAL,INTERNAL,INPUT,LEAF,7,0
returnValue67,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
returnValue61,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
selfServiceResponse3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
SendReport,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,7,0
serverRestart1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
replaceString4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
OutputVCenter,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
insertNewRankInfo,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
MyScannedFiles,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
memorySet14,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
matchRegularExpression1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
memoryTableUnion3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
ifElseBranchActivity37,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,7,0
ifElseBranchActivity38,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,7,0
ifElseBranchActivity39,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,7,0
ifElseBranchActivity40,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,7,0
ifElseBranchActivity41,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,7,0
ifElseActivity16,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,7,0
goToChildWfCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
getWindowEventLogs1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,7,0
AddRjfVm,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
buildContext,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
CARequestToken,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
buildPrompt,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
currAdGroupList,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
childWfCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
fileExist1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
currRow,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
currRank,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
currUserDetailsCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
currEmpNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
displayValue15,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
setCellValue4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
setDbServer,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
setUserDetails,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
snUpdateRecord3,11,ServiceNow,BUSINESS,OUTPUT,LEAF,7,0
StartCA_XMLSession,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
startCiscoSession1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
terminateCiscoSession1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
SuccessOutput,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
UserDetails,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
userDetailsClean,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
userDetailsRaw,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
vmPowerOff1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
vmExistsError,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
wfUsername,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
workerData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
workerStartTime,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,7,0
whileSequenceActivity5,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,7,0
workerDataJson,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
yesterday,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
xmlEvaluateXpathExpression1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
vmServerName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
vCenter,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
vCenterLocation,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
vCenterName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
updateUserRank,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,6,0
userGroup22,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
userGroup20,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
terminateWorkflow4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
terminateWorkflow5,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
TotalServers,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
snUpdateRecord2,11,ServiceNow,BUSINESS,OUTPUT,LEAF,6,0
snUpdateRecord2,22,INTERNAL,OTHER,OUTPUT,LEAF,6,1
snUpdateRecord1,22,INTERNAL,OTHER,OUTPUT,LEAF,6,1
snoWupdateCatalogVariable1,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,6,0
setNumberOfWorkers,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
setDb,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
setCellValue5,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
setHomeFolderPerms,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
displayValue18,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
displayMultiValue2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
displayNoRankChange,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
displayNoUsers,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
deleteMemoryTableRows3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
currGroupName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
currFileName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
currVcenterHost,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
folderCopy1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
getCellValue2,NULL,INTERNAL,INTERNAL,INPUT,LEAF,6,0
ftpGetFile1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,6,0
getOpenIncidents1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,6,0
getOperatingSystem1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,6,0
clearNewRank,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
clearOldRank,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
convertToDBStatement1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
createMemoryTable5,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,6,0
createMemoryTable6,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,6,0
cpu1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
addNewRankJobsToUserJobs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
getStartTime,NULL,INTERNAL,INTERNAL,INPUT,LEAF,6,0
ifElseActivity17,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,6,0
memoryTableUnion4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
memorySet13,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
memory1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
memorySet15,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
msWfResult,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
myData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
ipAddress,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
jsonToTable2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
location,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
powerShellScript1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
processList1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
qryWfUser,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
oldRank,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
noPreviousRankFound,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
oldRankInfo,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
replaceString3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
renameMemoryTableColumn1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
SERVER_DOWN,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
SERVER_UP,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
serverCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
sendSMS1,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,6,0
session,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
runAddUserToWfUserTable,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,6,0
runWorkflow9,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
returnValue58,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
returnValue70,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
returnValue71,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
returnValue79,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
selfServiceResponse4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
sd_group_monitoring,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
selectExecutorUser,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
server_name,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
server_role,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
sequenceActivity3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
readCSV1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
readXLS2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
oldAdGroupList,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
oldRankCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
pingAddress,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
length1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
jiraTicketCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
isNumeric1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
NetBackupToken,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
NetBackupRequestToken,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
maint_window,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
ifElseActivity18,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,5,0
ifElseBranchActivity58,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,5,0
getSubscriptions,NULL,INTERNAL,INTERNAL,INPUT,LEAF,5,0
getUserInfo,NULL,INTERNAL,INTERNAL,INPUT,LEAF,5,0
getUserPassResults,NULL,INTERNAL,INTERNAL,INPUT,LEAF,5,0
GetUsers,NULL,INTERNAL,INTERNAL,INPUT,LEAF,5,0
groupsCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
addOldRankJobsToUserJobs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
addTechNote,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
addRowToTable,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
adUnlockAccount1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
buildNewRankUserJobs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
buildOldRankUserJobs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
Check_Result,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
attachmentCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
createReport,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,5,0
createResultTable,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,5,0
convertPasswordToPlaintext1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
clearOldAdGroupList,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
CloseTaskUpdateError,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,5,0
CheckPSversion,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
getEvidenceAuthToken,NULL,INTERNAL,INTERNAL,INPUT,LEAF,5,0
getFileName,NULL,INTERNAL,INTERNAL,INPUT,LEAF,5,0
GetHostName,NULL,INTERNAL,INTERNAL,INPUT,LEAF,5,0
ftpListFolder1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
ftpDeleteFile1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
functionCalculator2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
getColumns1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,5,0
folderList2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
existingjiraAttachments,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
existingJiraComments,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
filterAiPlatform,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
existingJiraCommentsJSON,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
existingJiraCommentsJSONSession,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
displayUserJobs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
currTicketNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
currVmRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
displayValue20,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
displayValue21,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
displayValue22,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
setIncidentTicketID1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
setCellValue6,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
setAiResults,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
setAuthToken,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
SetServerName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
SolarwindServerLocation,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
Status,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
TESTMemoryTable1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
ticketCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
TokenNetBackupJSON,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
userGroup42,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
urlCheck1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
vmPowerOn1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
workflowCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,5,0
wait60,NULL,INTERNAL,INTERNAL,WAIT,LEAF,5,0
WaitForRestart,NULL,INTERNAL,INTERNAL,WAIT,LEAF,4,0
waitForBranchesToComplete,NULL,INTERNAL,INTERNAL,WAIT,LEAF,4,0
waitSeconds15,NULL,INTERNAL,INTERNAL,WAIT,LEAF,4,0
WaitToGetServices,NULL,INTERNAL,INTERNAL,INPUT,LEAF,4,0
workerDateDifference,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
writeCSV1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
xmlDataCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
xmlDeleteNodebyXpath1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
xmlElementstoTable1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
userJobs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
userGroupList,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
userGroupMemberCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
UserJobsSession,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
userList,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
userCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
updateVcenterCredVars,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,4,0
userGroup28,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
userGroup35,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
userGroup24,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
updateLastRun,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,4,0
updateGlobalTimestampAndStop,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,4,0
ticketDescription,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
tsqlStatement3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
uDrive,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
terminateWorkflow6,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
terminateBranch1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
systemUptime1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
taskInfo,37,ServiceNow,BUSINESS,TRANSFORM,LEAF,4,0
startXMLSession2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
startJsonSession2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
StartJSON,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
ss_assigned_ip,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
ss_gateway,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
ss_subnet,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
ss_vlan,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
snUpdateRecord3,22,INTERNAL,OTHER,OUTPUT,LEAF,4,1
snUploadAttachmentStandalone1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
snUpdateRecord2,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,4,0
snUpdateRecord1,37,ServiceNow,BUSINESS,OUTPUT,LEAF,4,0
setSelectedGroup,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setScannedFolderPerms,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setProfileFolderPerms,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setProfileFolderPermsPS,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setServiceStartUpType1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
SetStatusFailedServices,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
SetStatusNoUpdates,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,4,0
singleSSHCommand1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
serviceStop1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
serviceList1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setBranchCompleted1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setBranchCompleted2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setDescription,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setFilterDate,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setHomeFolderPermsPS,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setFieldSubErrors,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
setMyScannedFilesFolderPerms,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
SetNotesFailedServices,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
domainVMExist,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
displayResults,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
displaySelectedGroup,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
displayNoGroupSelected,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
device_type,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currWfRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
DataStore,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
DateCreation,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currStatus,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currUserGroupRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currUserJobRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currNewGroupRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currOs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currServerName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currSiteRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currIncomingVar,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currIsRequired,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currFieldsRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currFieldType,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
currFileRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
displayXMLSession2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
ESXName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
fileListing,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
fileMove1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
fileSize1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
Extension,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
fileComplete,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
fieldsCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
folderCreate2,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,4,0
getAddressFromRow,NULL,INTERNAL,INTERNAL,INPUT,LEAF,4,0
getIncidentTicketID1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,4,0
GetListofServers,NULL,INTERNAL,INTERNAL,INPUT,LEAF,4,0
CheckRunningServices,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
CloseTaskError,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
closeIncident1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
containsSingleQuote,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
ConvertTableToText,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
confirmInstall,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
conditionalWait1,NULL,INTERNAL,INTERNAL,WAIT,LEAF,4,0
createSummaryTable,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,4,0
createvCenterMemoryTable,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,4,0
currAction,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
CountFailedServices,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
countAddressRows,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
createOutputTable,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,4,0
CHECK_SERVER_STATUS,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
buildFailAddSqlInsert,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
buildFailRemoveSqlInsert,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
buildFieldsInfo,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
buildSqlPrefix,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
buildSuccessRemoveSqlInsert,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
adSetProperty1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
adPassExpDaysLeft1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
adPasswordReset1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
adldapQuery1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,4,0
addUserJobsActionAdd,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
addUserJobsGroupAdd,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
addUserJobsRowAdd,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
addUserToGroup,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
app_name,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
ApprovalStatus,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
addMemoryTableColumn1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
addBadgeToGroup,NULL,INTERNAL,INTERNAL,INPUT,LEAF,4,0
goToDisplaySelectedGroup,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,4,0
getWorkflowXml,NULL,INTERNAL,INTERNAL,INPUT,LEAF,4,0
ifElseBranchActivity59,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,4,0
ifElseBranchActivity56,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,4,0
ifElseBranchActivity57,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,4,0
ifElseBranchActivity60,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,4,0
ifElseBranchActivity61,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,4,0
